Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,dew_point_approx,humid_x_precip_raw,Temperature_normalized,Humidity_normalized,Wind_Speed_normalized,Precipitation_pct_normalized,Atmospheric_Pressure_normalized,UV_Index_normalized,Visibility_km_normalized,dew_point_approx_normalized,humid_x_precip_raw_normalized,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Location_coastal,Location_inland,Location_mountain,label_str,label_idx,split
55.0,79,8.0,92.0,partly cloudy,1011.51,10,Winter,1.0,coastal,Cloudy,50.8,7268.0,0.5970149253731343,0.7375,0.16494845360824742,0.92,0.5296800220501641,0.7142857142857143,0.05,0.6053370786516853,0.7268,0,0,0,1,1,0,0,partly cloudy,3,test
24.0,94,6.5,91.0,partly cloudy,990.86,0,Spring,2.0,inland,Rainy,22.8,8554.0,0.3656716417910448,0.925,0.13402061855670103,0.91,0.4779373073742765,0.0,0.1,0.40870786516853935,0.8554,0,1,0,0,0,1,0,partly cloudy,3,val
33.0,79,6.5,13.0,partly cloudy,1003.69,2,Spring,8.5,coastal,Cloudy,28.8,1027.0,0.43283582089552236,0.7375,0.13402061855670103,0.13,0.5100854443859781,0.14285714285714285,0.425,0.4508426966292135,0.1027,0,1,0,0,1,0,0,partly cloudy,3,train
26.0,77,5.5,14.0,partly cloudy,1010.16,1,Winter,8.5,mountain,Cloudy,21.4,1078.0,0.3805970149253731,0.7125,0.1134020618556701,0.14,0.5262973264175999,0.07142857142857142,0.425,0.398876404494382,0.1078,0,0,0,1,0,0,1,partly cloudy,3,train
21.0,54,11.5,16.0,partly cloudy,1010.3,3,Winter,8.0,mountain,Cloudy,11.8,864.0,0.34328358208955223,0.425,0.23711340206185566,0.16,0.5266481244831991,0.21428571428571427,0.4,0.3314606741573034,0.0864,0,0,0,1,0,0,1,partly cloudy,3,test
22.0,51,0.5,49.0,partly cloudy,1001.19,1,Autumn,9.0,inland,Cloudy,12.2,2499.0,0.35074626865671643,0.3875,0.010309278350515464,0.49,0.5038211932145632,0.07142857142857142,0.45,0.33426966292134824,0.2499,1,0,0,0,0,1,0,partly cloudy,3,train
-6.0,83,15.0,88.0,partly cloudy,993.8,7,Winter,1.0,inland,Snowy,-9.4,7304.0,0.1417910447761194,0.7875,0.30927835051546393,0.88,0.48530406675186033,0.5,0.05,0.18258426966292135,0.7304,0,0,0,1,0,1,0,partly cloudy,3,train
42.0,72,27.0,83.0,partly cloudy,1011.45,1,Autumn,8.0,mountain,Cloudy,36.4,5976.0,0.5,0.65,0.5567010309278351,0.83,0.5295296800220503,0.07142857142857142,0.4,0.5042134831460674,0.5976,1,0,0,0,0,0,1,partly cloudy,3,train
21.0,76,7.0,92.0,overcast,1018.18,3,Spring,1.0,inland,Rainy,16.2,6992.0,0.34328358208955223,0.7,0.14432989690721648,0.92,0.546393044175499,0.21428571428571427,0.05,0.3623595505617977,0.6992,0,1,0,0,0,1,0,overcast,2,test
12.0,52,14.5,74.0,cloudy,941.05,14,Spring,16.5,inland,Sunny,2.4000000000000004,3848.0,0.27611940298507465,0.4,0.29896907216494845,0.74,0.3531283670350045,1.0,0.825,0.26544943820224715,0.3848,0,1,0,0,0,1,0,cloudy,1,train
12.0,52,10.0,24.0,overcast,1000.66,3,Winter,6.5,mountain,Cloudy,2.4000000000000004,1248.0,0.27611940298507465,0.4,0.20618556701030927,0.24,0.502493171966223,0.21428571428571427,0.325,0.26544943820224715,0.1248,0,0,0,1,0,0,1,overcast,2,train
31.0,94,5.5,52.0,partly cloudy,1008.35,0,Autumn,1.5,mountain,Rainy,29.8,4888.0,0.417910447761194,0.925,0.1134020618556701,0.52,0.5217620085694956,0.0,0.075,0.45786516853932585,0.4888,1,0,0,0,0,0,1,partly cloudy,3,train
19.0,58,1.0,13.0,overcast,1019.71,1,Summer,5.5,inland,Cloudy,10.6,754.0,0.3283582089552239,0.475,0.020618556701030927,0.13,0.5502267658924053,0.07142857142857142,0.275,0.32303370786516855,0.0754,0,0,1,0,0,1,0,overcast,2,train
19.0,71,4.5,22.0,partly cloudy,1001.21,3,Autumn,6.5,coastal,Cloudy,13.2,1562.0,0.3283582089552239,0.6375,0.09278350515463918,0.22,0.5038713072239345,0.21428571428571427,0.325,0.34129213483146065,0.1562,1,0,0,0,1,0,0,partly cloudy,3,train
20.0,80,14.0,81.0,overcast,1012.53,6,Spring,2.5,coastal,Cloudy,16.0,6480.0,0.3358208955223881,0.75,0.28865979381443296,0.81,0.5322358365281014,0.42857142857142855,0.125,0.36095505617977525,0.648,0,1,0,0,1,0,0,overcast,2,train
-8.0,99,16.0,90.0,overcast,987.61,0,Winter,3.5,inland,Snowy,-8.2,8910.0,0.12686567164179105,0.9875,0.32989690721649484,0.9,0.469793780851437,0.0,0.175,0.19101123595505617,0.891,0,0,0,1,0,1,0,overcast,2,train
57.0,93,4.0,100.0,partly cloudy,1012.19,12,Winter,13.0,inland,Sunny,55.6,9300.0,0.6119402985074627,0.9125,0.08247422680412371,1.0,0.5313838983687891,0.8571428571428571,0.65,0.6390449438202247,0.93,0,0,0,1,0,1,0,partly cloudy,3,train
30.0,86,11.0,63.0,overcast,1016.4,1,Spring,5.0,inland,Rainy,27.2,5418.0,0.41044776119402987,0.825,0.2268041237113402,0.63,0.5419328973414517,0.07142857142857142,0.25,0.43960674157303364,0.5418,0,1,0,0,0,1,0,overcast,2,train
22.0,77,13.5,47.0,partly cloudy,1008.99,4,Autumn,6.0,inland,Cloudy,17.4,3619.0,0.35074626865671643,0.7125,0.27835051546391754,0.47,0.5233656568693777,0.2857142857142857,0.3,0.37078651685393255,0.3619,1,0,0,0,0,1,0,partly cloudy,3,train
11.0,76,7.5,99.0,overcast,994.92,1,Spring,3.5,coastal,Rainy,6.2,7524.0,0.26865671641791045,0.7,0.15463917525773196,0.99,0.48811045127665426,0.07142857142857142,0.175,0.29213483146067415,0.7524,0,1,0,0,1,0,0,overcast,2,train
40.0,53,8.5,17.0,clear,1024.51,7,Winter,8.5,inland,Sunny,30.6,901.0,0.48507462686567165,0.4125,0.17525773195876287,0.17,0.5622541281415219,0.5,0.425,0.4634831460674157,0.0901,0,0,0,1,0,1,0,clear,0,train
34.0,73,2.0,41.0,overcast,1005.56,4,Spring,9.0,coastal,Cloudy,28.6,2993.0,0.44029850746268656,0.6625,0.041237113402061855,0.41,0.5147711042621963,0.2857142857142857,0.45,0.449438202247191,0.2993,0,1,0,0,1,0,0,overcast,2,train
47.0,41,5.0,98.0,overcast,978.26,14,Spring,19.5,coastal,Cloudy,35.2,4018.0,0.5373134328358209,0.2625,0.10309278350515463,0.98,0.44636548147034494,1.0,0.975,0.49578651685393255,0.4018,0,1,0,0,1,0,0,overcast,2,train
21.0,91,8.5,62.0,overcast,1016.56,1,Summer,4.5,inland,Rainy,19.2,5642.0,0.34328358208955223,0.8875,0.17525773195876287,0.62,0.5423338094164222,0.07142857142857142,0.225,0.3834269662921348,0.5642,0,0,1,0,0,1,0,overcast,2,train
29.0,27,3.5,3.0,clear,1010.55,6,Winter,5.5,coastal,Sunny,14.4,81.0,0.40298507462686567,0.0875,0.07216494845360824,0.03,0.5272745496003406,0.42857142857142855,0.275,0.3497191011235955,0.0081,0,0,0,1,1,0,0,clear,0,test
38.0,57,7.0,6.0,clear,1014.62,11,Autumn,7.0,coastal,Sunny,29.4,342.0,0.4701492537313433,0.4625,0.14432989690721648,0.06,0.5374727505074043,0.7857142857142857,0.35,0.45505617977528084,0.0342,1,0,0,0,1,0,0,clear,0,train
42.0,24,3.0,12.0,partly cloudy,1023.94,6,Summer,6.5,mountain,Sunny,26.8,288.0,0.5,0.05,0.061855670103092786,0.12,0.5608258788744395,0.42857142857142855,0.325,0.43679775280898875,0.0288,0,0,1,0,0,0,1,partly cloudy,3,train
-6.0,97,20.0,63.0,overcast,999.09,1,Winter,1.5,inland,Snowy,-6.6,6111.0,0.1417910447761194,0.9625,0.41237113402061853,0.63,0.4985592222305746,0.07142857142857142,0.075,0.20224719101123592,0.6111,0,0,0,1,0,1,0,overcast,2,val
25.0,87,12.0,80.0,overcast,1016.87,2,Spring,1.5,mountain,Rainy,22.4,6960.0,0.373134328358209,0.8375,0.24742268041237114,0.8,0.5431105765616778,0.14285714285714285,0.075,0.40589887640449435,0.696,0,1,0,0,0,0,1,overcast,2,test
32.0,63,4.0,18.0,clear,1014.64,5,Spring,6.0,coastal,Sunny,24.6,1134.0,0.4253731343283582,0.5375,0.08247422680412371,0.18,0.5375228645167756,0.35714285714285715,0.3,0.42134831460674155,0.1134,0,1,0,0,1,0,0,clear,0,train
41.0,47,7.5,11.0,partly cloudy,1023.15,9,Winter,8.5,mountain,Sunny,30.4,517.0,0.4925373134328358,0.3375,0.15463917525773196,0.11,0.5588463755042721,0.6428571428571429,0.425,0.4620786516853932,0.0517,0,0,0,1,0,0,1,partly cloudy,3,train
22.0,65,5.5,30.0,overcast,1009.09,1,Summer,7.5,mountain,Cloudy,15.0,1950.0,0.35074626865671643,0.5625,0.1134020618556701,0.3,0.5236162269162344,0.07142857142857142,0.375,0.3539325842696629,0.195,0,0,1,0,0,0,1,overcast,2,train
25.0,57,11.0,14.0,overcast,1010.23,1,Summer,6.5,coastal,Cloudy,16.4,798.0,0.373134328358209,0.4625,0.2268041237113402,0.14,0.5264727254503997,0.07142857142857142,0.325,0.3637640449438202,0.0798,0,0,1,0,1,0,0,overcast,2,train
40.0,64,5.5,19.0,partly cloudy,1027.39,11,Winter,8.5,mountain,Sunny,32.8,1216.0,0.48507462686567165,0.55,0.1134020618556701,0.19,0.5694705454909922,0.7857142857142857,0.425,0.47893258426966284,0.1216,0,0,0,1,0,0,1,partly cloudy,3,train
33.0,22,6.5,3.0,clear,1022.31,10,Winter,7.0,inland,Sunny,17.4,66.0,0.43283582089552236,0.025,0.13402061855670103,0.03,0.5567415871106766,0.7142857142857143,0.35,0.37078651685393255,0.0066,0,0,0,1,0,1,0,clear,0,train
28.0,68,12.0,19.0,overcast,1018.34,3,Spring,5.5,inland,Cloudy,21.6,1292.0,0.39552238805970147,0.6,0.24742268041237114,0.19,0.5467939562504699,0.21428571428571427,0.275,0.4002808988764045,0.1292,0,1,0,0,0,1,0,overcast,2,val
27.0,33,4.0,6.0,clear,1020.28,11,Autumn,9.5,inland,Sunny,13.6,198.0,0.3880597014925373,0.1625,0.08247422680412371,0.06,0.5516550151594877,0.7857142857142857,0.475,0.3441011235955056,0.0198,1,0,0,0,0,1,0,clear,0,train
-6.0,67,16.5,92.0,overcast,991.21,1,Winter,4.0,inland,Snowy,-12.6,6164.0,0.1417910447761194,0.5875,0.3402061855670103,0.92,0.4788143025382746,0.07142857142857142,0.2,0.16011235955056177,0.6164,0,0,0,1,0,1,0,overcast,2,train
11.0,94,9.5,77.0,partly cloudy,1013.56,0,Summer,3.0,inland,Rainy,9.8,7238.0,0.26865671641791045,0.925,0.1958762886597938,0.77,0.5348167080107242,0.0,0.15,0.31741573033707865,0.7238,0,0,1,0,0,1,0,partly cloudy,3,train
4.0,92,13.5,85.0,overcast,996.85,1,Winter,1.5,mountain,Snowy,2.4,7820.0,0.21641791044776118,0.9,0.27835051546391754,0.85,0.49294645318098673,0.07142857142857142,0.075,0.26544943820224715,0.782,0,0,0,1,0,0,1,overcast,2,train
16.0,60,4.5,48.0,partly cloudy,1002.12,1,Autumn,6.5,mountain,Cloudy,8.0,2880.0,0.30597014925373134,0.5,0.09278350515463918,0.48,0.5061514946503295,0.07142857142857142,0.325,0.3047752808988764,0.288,1,0,0,0,0,0,1,partly cloudy,3,train
40.0,49,4.5,16.0,clear,1011.36,5,Winter,7.0,inland,Sunny,29.8,784.0,0.48507462686567165,0.3625,0.09278350515463918,0.16,0.5293041669798793,0.35714285714285715,0.35,0.45786516853932585,0.0784,0,0,0,1,0,1,0,clear,0,test
12.0,63,2.5,16.0,partly cloudy,1000.51,3,Spring,7.5,inland,Cloudy,4.6,1008.0,0.27611940298507465,0.5375,0.05154639175257732,0.16,0.5021173168959382,0.21428571428571427,0.375,0.28089887640449435,0.1008,0,1,0,0,0,1,0,partly cloudy,3,train
32.0,42,0.0,16.0,clear,1018.41,6,Winter,9.5,mountain,Sunny,20.4,672.0,0.4253731343283582,0.275,0.0,0.16,0.5469693552832693,0.42857142857142855,0.475,0.39185393258426965,0.0672,0,0,0,1,0,0,1,clear,0,train
3.0,67,18.5,93.0,overcast,980.05,1,Winter,2.5,inland,Snowy,-3.5999999999999996,6231.0,0.208955223880597,0.5875,0.38144329896907214,0.93,0.450850685309078,0.07142857142857142,0.125,0.223314606741573,0.6231,0,0,0,1,0,1,0,overcast,2,train
23.0,31,6.0,5.0,clear,1026.32,11,Winter,6.0,inland,Sunny,9.2,155.0,0.3582089552238806,0.1375,0.12371134020618557,0.05,0.5667894459896262,0.7857142857142857,0.3,0.3132022471910112,0.0155,0,0,0,1,0,1,0,clear,0,train
-7.0,77,6.5,73.0,overcast,985.62,0,Winter,1.5,inland,Snowy,-11.6,5621.0,0.13432835820895522,0.7125,0.13402061855670103,0.73,0.4648074369189907,0.0,0.075,0.16713483146067412,0.5621,0,0,0,1,0,1,0,overcast,2,train
72.0,82,4.0,70.0,clear,1015.49,7,Spring,5.0,inland,Sunny,68.4,5740.0,0.7238805970149254,0.775,0.08247422680412371,0.7,0.5396527099150568,0.5,0.25,0.728932584269663,0.574,0,1,0,0,0,1,0,clear,0,train
-10.0,67,9.5,94.0,overcast,985.76,1,Winter,3.0,mountain,Snowy,-16.6,6298.0,0.11194029850746269,0.5875,0.1958762886597938,0.94,0.46515823498458986,0.07142857142857142,0.15,0.13202247191011232,0.6298,0,0,0,1,0,0,1,overcast,2,train
39.0,100,25.0,71.0,overcast,996.59,11,Spring,5.5,coastal,Rainy,39.0,7100.0,0.47761194029850745,1.0,0.5154639175257731,0.71,0.4922949710591596,0.7857142857142857,0.275,0.5224719101123596,0.71,0,1,0,0,1,0,0,overcast,2,train
42.0,40,6.0,10.0,clear,1027.1,8,Winter,5.5,inland,Sunny,30.0,400.0,0.5,0.25,0.12371134020618557,0.1,0.5687438923551076,0.5714285714285714,0.275,0.45926966292134835,0.04,0,0,0,1,0,1,0,clear,0,train
2.0,96,10.0,50.0,overcast,988.94,1,Winter,3.5,mountain,Snowy,1.2,4800.0,0.20149253731343283,0.95,0.20618556701030927,0.5,0.47312636247462986,0.07142857142857142,0.175,0.25702247191011235,0.48,0,0,0,1,0,0,1,overcast,2,train
4.0,78,15.0,62.0,overcast,997.87,0,Winter,2.5,mountain,Snowy,-0.40000000000000036,4836.0,0.21641791044776118,0.725,0.30927835051546393,0.62,0.495502267658924,0.0,0.125,0.24578651685393257,0.4836,0,0,0,1,0,0,1,overcast,2,train
22.0,64,16.0,89.0,partly cloudy,1006.88,2,Spring,2.5,mountain,Rainy,14.8,5696.0,0.35074626865671643,0.55,0.32989690721649484,0.89,0.5180786288807036,0.14285714285714285,0.125,0.35252808988764045,0.5696,0,1,0,0,0,0,1,partly cloudy,3,train
29.0,31,9.5,18.0,clear,1028.49,9,Winter,5.5,mountain,Sunny,15.2,558.0,0.40298507462686567,0.1375,0.1958762886597938,0.18,0.5722268160064146,0.6428571428571429,0.275,0.35533707865168535,0.0558,0,0,0,1,0,0,1,clear,0,train
30.0,81,9.5,72.0,overcast,1014.52,3,Summer,4.5,mountain,Rainy,26.2,5832.0,0.41044776119402987,0.7625,0.1958762886597938,0.72,0.5372221804605476,0.21428571428571427,0.225,0.4325842696629213,0.5832,0,0,1,0,0,0,1,overcast,2,train
34.0,63,13.5,89.0,overcast,992.12,1,Winter,3.0,coastal,Rainy,26.6,5607.0,0.44029850746268656,0.5375,0.27835051546391754,0.89,0.4810944899646696,0.07142857142857142,0.15,0.4353932584269663,0.5607,0,0,0,1,1,0,0,overcast,2,val
41.0,24,10.0,19.0,clear,1027.07,7,Summer,9.5,coastal,Sunny,25.8,456.0,0.4925373134328358,0.05,0.20618556701030927,0.19,0.5686687213410506,0.5,0.475,0.4297752808988764,0.0456,0,0,1,0,1,0,0,clear,0,test
38.0,20,1.5,5.0,partly cloudy,1020.81,8,Summer,6.0,mountain,Sunny,22.0,100.0,0.4701492537313433,0.0,0.030927835051546393,0.05,0.5529830364078276,0.5714285714285714,0.3,0.4030898876404494,0.01,0,0,1,0,0,0,1,partly cloudy,3,train
27.0,80,14.5,75.0,overcast,996.26,1,Summer,4.0,mountain,Rainy,23.0,6000.0,0.3880597014925373,0.75,0.29896907216494845,0.75,0.4914680899045327,0.07142857142857142,0.2,0.41011235955056174,0.6,0,0,1,0,0,0,1,overcast,2,train
41.0,26,0.5,8.0,partly cloudy,1029.64,9,Autumn,9.5,mountain,Sunny,26.2,208.0,0.4925373134328358,0.075,0.010309278350515464,0.08,0.5751083715452656,0.6428571428571429,0.475,0.4325842696629213,0.0208,1,0,0,0,0,0,1,partly cloudy,3,test
30.0,65,11.0,29.0,partly cloudy,1014.34,3,Autumn,8.5,coastal,Cloudy,23.0,1885.0,0.41044776119402987,0.5625,0.2268041237113402,0.29,0.5367711543762059,0.21428571428571427,0.425,0.41011235955056174,0.1885,1,0,0,0,1,0,0,partly cloudy,3,train
-5.0,95,29.5,79.0,overcast,988.8,0,Winter,1.5,mountain,Snowy,-6.0,7505.0,0.14925373134328357,0.9375,0.6082474226804123,0.79,0.4727755644090304,0.0,0.075,0.20646067415730335,0.7505,0,0,0,1,0,0,1,overcast,2,test
34.0,70,13.5,93.0,partly cloudy,990.02,1,Winter,3.0,inland,Rainy,28.0,6510.0,0.44029850746268656,0.625,0.27835051546391754,0.93,0.47583251898068096,0.07142857142857142,0.15,0.44522471910112354,0.651,0,0,0,1,0,1,0,partly cloudy,3,train
30.0,100,7.0,100.0,clear,1012.3,10,Spring,8.0,inland,Sunny,30.0,10000.0,0.41044776119402987,1.0,0.14432989690721648,1.0,0.5316595254203311,0.7142857142857143,0.4,0.45926966292134835,1.0,0,1,0,0,0,1,0,clear,0,train
30.0,26,4.5,6.0,partly cloudy,1025.13,5,Spring,9.0,coastal,Sunny,15.2,156.0,0.41044776119402987,0.075,0.09278350515463918,0.06,0.5638076624320331,0.35714285714285715,0.45,0.35533707865168535,0.0156,0,1,0,0,1,0,0,partly cloudy,3,train
21.0,26,12.5,12.0,overcast,1008.41,2,Autumn,19.0,mountain,Sunny,6.199999999999999,312.0,0.34328358208955223,0.075,0.25773195876288657,0.12,0.5219123505976094,0.14285714285714285,0.95,0.2921348314606741,0.0312,1,0,0,0,0,0,1,overcast,2,train
27.0,67,0.5,2.0,clear,1010.91,8,Spring,6.5,mountain,Sunny,20.4,134.0,0.3880597014925373,0.5875,0.010309278350515464,0.02,0.5281766017690244,0.5714285714285714,0.325,0.39185393258426965,0.0134,0,1,0,0,0,0,1,clear,0,val
30.0,52,6.0,27.0,overcast,1013.51,1,Summer,8.5,coastal,Cloudy,20.4,1404.0,0.41044776119402987,0.4,0.12371134020618557,0.27,0.534691422987296,0.07142857142857142,0.425,0.39185393258426965,0.1404,0,0,1,0,1,0,0,overcast,2,train
16.0,81,20.0,88.0,overcast,992.17,2,Winter,3.0,inland,Rainy,12.2,7128.0,0.30597014925373134,0.7625,0.41237113402061853,0.88,0.48121977498809776,0.14285714285714285,0.15,0.33426966292134824,0.7128,0,0,0,1,0,1,0,overcast,2,train
22.0,46,9.5,17.0,partly cloudy,1011.02,10,Summer,6.5,mountain,Sunny,11.2,782.0,0.35074626865671643,0.325,0.1958762886597938,0.17,0.5284522288205666,0.7142857142857143,0.325,0.3272471910112359,0.0782,0,0,1,0,0,0,1,partly cloudy,3,train
43.0,37,2.5,3.0,clear,1012.08,5,Autumn,7.5,mountain,Sunny,30.4,111.0,0.5074626865671642,0.2125,0.05154639175257732,0.03,0.5311082713172468,0.35714285714285715,0.375,0.4620786516853932,0.0111,1,0,0,0,0,0,1,clear,0,train
-7.0,82,16.0,92.0,overcast,989.51,1,Winter,4.0,mountain,Snowy,-10.6,7544.0,0.13432835820895522,0.775,0.32989690721649484,0.92,0.4745546117417123,0.07142857142857142,0.2,0.1741573033707865,0.7544,0,0,0,1,0,0,1,overcast,2,train
19.0,62,1.0,42.0,overcast,1001.33,1,Spring,8.0,coastal,Cloudy,11.4,2604.0,0.3283582089552239,0.525,0.020618556701030927,0.42,0.5041719912801624,0.07142857142857142,0.4,0.3286516853932584,0.2604,0,1,0,0,1,0,0,overcast,2,train
42.0,39,4.0,19.0,clear,1021.36,9,Winter,8.5,inland,Sunny,29.8,741.0,0.5,0.2375,0.08247422680412371,0.19,0.5543611716655391,0.6428571428571429,0.425,0.45786516853932585,0.0741,0,0,0,1,0,1,0,clear,0,val
27.0,37,6.5,13.0,clear,1026.07,7,Summer,7.5,inland,Sunny,14.4,481.0,0.3880597014925373,0.2125,0.13402061855670103,0.13,0.5661630208724847,0.5,0.375,0.3497191011235955,0.0481,0,0,1,0,0,1,0,clear,0,train
14.0,73,5.0,84.0,overcast,1007.32,0,Summer,2.0,coastal,Rainy,8.6,6132.0,0.291044776119403,0.6625,0.10309278350515463,0.84,0.5191811370868727,0.0,0.1,0.3089887640449438,0.6132,0,0,1,0,1,0,0,overcast,2,test
10.0,94,11.5,75.0,overcast,1001.35,3,Winter,3.0,mountain,Rainy,8.8,7050.0,0.26119402985074625,0.925,0.23711340206185566,0.75,0.5042221052895337,0.21428571428571427,0.15,0.3103932584269663,0.705,0,0,0,1,0,0,1,overcast,2,train
19.0,92,15.5,72.0,overcast,998.75,2,Winter,4.5,inland,Rainy,17.4,6624.0,0.3283582089552239,0.9,0.31958762886597936,0.72,0.4977072840712621,0.14285714285714285,0.225,0.37078651685393255,0.6624,0,0,0,1,0,1,0,overcast,2,train
29.0,69,13.5,88.0,overcast,993.87,3,Spring,3.5,coastal,Rainy,22.8,6072.0,0.40298507462686567,0.6125,0.27835051546391754,0.88,0.48547946578466006,0.21428571428571427,0.175,0.40870786516853935,0.6072,0,1,0,0,1,0,0,overcast,2,train
3.0,59,13.0,56.0,partly cloudy,1162.71,5,Summer,6.5,coastal,Sunny,-5.199999999999999,3304.0,0.208955223880597,0.4875,0.26804123711340205,0.56,0.9085419328973414,0.35714285714285715,0.325,0.21207865168539325,0.3304,0,0,1,0,1,0,0,partly cloudy,3,train
24.0,51,10.5,37.0,partly cloudy,1009.55,4,Autumn,8.0,coastal,Cloudy,14.2,1887.0,0.3656716417910448,0.3875,0.21649484536082475,0.37,0.5247688491317746,0.2857142857142857,0.4,0.348314606741573,0.1887,1,0,0,0,1,0,0,partly cloudy,3,val
18.0,70,12.5,77.0,partly cloudy,1010.19,1,Summer,1.0,inland,Rainy,12.0,5390.0,0.3208955223880597,0.625,0.25773195876288657,0.77,0.5263724974316571,0.07142857142857142,0.05,0.3328651685393258,0.539,0,0,1,0,0,1,0,partly cloudy,3,train
10.0,72,6.5,64.0,overcast,997.32,2,Winter,4.5,mountain,Rainy,4.4,4608.0,0.26119402985074625,0.65,0.13402061855670103,0.64,0.49412413240121283,0.14285714285714285,0.225,0.2794943820224719,0.4608,0,0,0,1,0,0,1,overcast,2,train
10.0,81,8.0,93.0,overcast,991.99,3,Spring,4.5,mountain,Rainy,6.2,7533.0,0.26119402985074625,0.7625,0.16494845360824742,0.93,0.48076874890375604,0.21428571428571427,0.225,0.29213483146067415,0.7533,0,1,0,0,0,0,1,overcast,2,test
27.0,35,9.5,19.0,clear,1014.96,7,Autumn,7.5,mountain,Sunny,14.0,665.0,0.3880597014925373,0.1875,0.1958762886597938,0.19,0.5383246886667168,0.5,0.375,0.34691011235955055,0.0665,1,0,0,0,0,0,1,clear,0,train
25.0,60,1.5,16.0,clear,1014.47,5,Autumn,9.5,coastal,Sunny,17.0,960.0,0.373134328358209,0.5,0.030927835051546393,0.16,0.5370968954371195,0.35714285714285715,0.475,0.3679775280898876,0.096,1,0,0,0,1,0,0,clear,0,val
22.0,48,8.5,82.0,partly cloudy,1002.55,10,Autumn,1.5,coastal,Snowy,11.6,3936.0,0.35074626865671643,0.35,0.17525773195876287,0.82,0.5072289458518127,0.7142857142857143,0.075,0.3300561797752809,0.3936,1,0,0,0,1,0,0,partly cloudy,3,train
36.0,33,0.5,16.0,partly cloudy,1014.17,8,Autumn,6.0,mountain,Sunny,22.6,528.0,0.4552238805970149,0.1625,0.010309278350515464,0.16,0.5363451852965495,0.5714285714285714,0.3,0.40730337078651685,0.0528,1,0,0,0,0,0,1,partly cloudy,3,train
-20.0,76,14.5,75.0,cloudy,920.48,13,Summer,17.5,coastal,Snowy,-24.8,5700.0,0.03731343283582089,0.7,0.29896907216494845,0.75,0.30158610839660227,0.9285714285714286,0.875,0.074438202247191,0.57,0,0,1,0,1,0,0,cloudy,1,train
15.0,63,6.5,61.0,overcast,1015.01,3,Winter,1.0,mountain,Rainy,7.6,3843.0,0.29850746268656714,0.5375,0.13402061855670103,0.61,0.538449973690145,0.21428571428571427,0.05,0.30196629213483145,0.3843,0,0,0,1,0,0,1,overcast,2,train
2.0,99,8.0,81.0,partly cloudy,998.49,14,Winter,2.0,inland,Snowy,1.8,8019.0,0.20149253731343283,0.9875,0.16494845360824742,0.81,0.49705580194943494,1.0,0.1,0.26123595505617975,0.8019,0,0,0,1,0,1,0,partly cloudy,3,test
34.0,61,5.5,19.0,clear,1013.71,10,Summer,9.5,mountain,Sunny,26.2,1159.0,0.44029850746268656,0.5125,0.1134020618556701,0.19,0.5351925630810094,0.7142857142857143,0.475,0.4325842696629213,0.1159,0,0,1,0,0,0,1,clear,0,train
29.0,57,6.0,8.0,clear,1029.78,10,Winter,9.5,coastal,Sunny,20.4,456.0,0.40298507462686567,0.4625,0.12371134020618557,0.08,0.5754591696108646,0.7142857142857143,0.475,0.39185393258426965,0.0456,0,0,0,1,1,0,0,clear,0,train
3.0,35,2.5,23.0,overcast,1086.31,12,Winter,4.0,coastal,Cloudy,-10.0,805.0,0.208955223880597,0.1875,0.05154639175257732,0.23,0.7171064170988998,0.8571428571428571,0.2,0.17837078651685392,0.0805,0,0,0,1,1,0,0,overcast,2,train
46.0,100,13.0,96.0,partly cloudy,1025.07,0,Summer,5.0,inland,Sunny,46.0,9600.0,0.5298507462686567,1.0,0.26804123711340205,0.96,0.5636573204039187,0.0,0.25,0.5716292134831461,0.96,0,0,1,0,0,1,0,partly cloudy,3,train
-4.0,63,14.5,83.0,partly cloudy,982.33,1,Winter,2.0,mountain,Snowy,-11.4,5229.0,0.15671641791044777,0.5375,0.29896907216494845,0.83,0.4565636823774087,0.07142857142857142,0.1,0.16853932584269662,0.5229,0,0,0,1,0,0,1,partly cloudy,3,val
32.0,31,5.5,23.0,cloudy,1059.6,12,Spring,3.0,coastal,Cloudy,18.2,713.0,0.4253731343283582,0.1375,0.1134020618556701,0.23,0.6501791575835022,0.8571428571428571,0.15,0.3764044943820224,0.0713,0,1,0,0,1,0,0,cloudy,1,val
4.0,55,3.5,49.0,partly cloudy,992.07,7,Autumn,13.5,inland,Snowy,-5.0,2695.0,0.21641791044776118,0.4375,0.07216494845360824,0.49,0.4809692049412414,0.5,0.675,0.21348314606741572,0.2695,1,0,0,0,0,1,0,partly cloudy,3,train
32.0,56,12.5,28.0,partly cloudy,1002.97,1,Summer,7.5,coastal,Cloudy,23.2,1568.0,0.4253731343283582,0.45,0.25773195876288657,0.28,0.5082813400486106,0.07142857142857142,0.375,0.4115168539325842,0.1568,0,0,1,0,1,0,0,partly cloudy,3,train
34.0,73,4.5,92.0,clear,1011.87,14,Summer,1.0,inland,Sunny,28.6,6716.0,0.44029850746268656,0.6625,0.09278350515463918,0.92,0.5305820742188478,1.0,0.05,0.449438202247191,0.6716,0,0,1,0,0,1,0,clear,0,train
