Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
36.0,68,2.5,14.0,clear,1014.81,10,Spring,9.5,coastal,Sunny
41.0,31,9.0,8.0,clear,1021.85,7,Winter,9.0,mountain,Sunny
47.0,60,5.0,20.0,partly cloudy,1189.47,8,Spring,9.5,mountain,Sunny
21.0,73,0.0,11.0,overcast,1015.37,4,Spring,6.0,coastal,Cloudy
30.0,66,11.5,20.0,overcast,1013.21,1,Summer,5.0,inland,Cloudy
22.0,49,5.5,9.0,clear,1021.51,11,Winter,10.0,mountain,Sunny
27.0,53,4.5,11.0,clear,1010.61,9,Autumn,8.0,mountain,Sunny
38.0,43,10.0,3.0,partly cloudy,1017.78,9,Spring,9.5,inland,Sunny
40.0,22,7.5,16.0,partly cloudy,1011.5,10,Summer,8.5,inland,Sunny
-4.0,26,11.0,87.0,cloudy,888.35,4,Summer,16.0,mountain,Sunny
44.0,32,5.0,12.0,clear,1022.52,11,Summer,9.5,coastal,Sunny
10.0,52,8.5,32.0,partly cloudy,1003.38,3,Autumn,5.5,mountain,Cloudy
20.0,69,2.5,36.0,partly cloudy,1015.55,2,Winter,7.0,inland,Cloudy
13.0,52,14.5,10.0,partly cloudy,1012.87,3,Autumn,7.5,coastal,Cloudy
22.0,35,2.0,16.0,clear,1023.06,7,Spring,10.0,inland,Sunny
19.0,64,8.5,44.0,overcast,1017.73,3,Spring,7.0,mountain,Cloudy
49.0,76,28.5,99.0,partly cloudy,1003.23,4,Winter,7.0,coastal,Cloudy
26.0,76,11.5,30.0,partly cloudy,1000.71,4,Autumn,7.5,mountain,Cloudy
15.0,68,5.0,39.0,partly cloudy,1015.45,1,Autumn,7.0,mountain,Cloudy
60.0,92,11.5,75.0,clear,1020.28,12,Winter,7.0,mountain,Sunny
24.0,22,2.5,9.0,partly cloudy,1025.18,10,Autumn,6.0,coastal,Sunny
16.0,61,11.0,37.0,overcast,1011.74,1,Autumn,7.5,coastal,Cloudy
10.0,70,12.0,48.0,overcast,1015.17,3,Autumn,6.0,inland,Cloudy
28.0,46,1.0,0.0,clear,1024.22,11,Summer,5.5,mountain,Sunny
40.0,23,8.0,19.0,clear,1015.43,6,Winter,7.0,mountain,Sunny
25.0,105,15.5,81.0,overcast,1010.63,12,Summer,3.0,inland,Cloudy
46.0,73,10.5,93.0,partly cloudy,1003.11,13,Autumn,9.5,coastal,Cloudy
19.0,87,13.5,87.0,clear,1014.94,13,Autumn,7.0,coastal,Sunny
20.0,77,3.0,43.0,partly cloudy,1003.8,1,Autumn,8.5,mountain,Cloudy
20.0,86,6.0,89.0,partly cloudy,1013.68,10,Winter,2.0,coastal,Cloudy
32.0,77,6.0,26.0,overcast,1016.31,2,Summer,5.5,inland,Cloudy
27.0,66,10.5,40.0,partly cloudy,1018.09,4,Summer,6.5,mountain,Cloudy
11.0,73,2.0,70.0,partly cloudy,1005.91,9,Winter,4.0,coastal,Cloudy
31.0,109,18.5,82.0,partly cloudy,1014.3,1,Winter,1.5,coastal,Cloudy
17.0,71,10.0,32.0,partly cloudy,1009.67,1,Spring,9.0,inland,Cloudy
27.0,50,9.0,19.0,partly cloudy,1001.43,2,Spring,7.5,inland,Cloudy
30.0,75,11.5,29.0,partly cloudy,1014.73,1,Winter,8.0,inland,Cloudy
15.0,54,10.0,15.0,overcast,1008.24,3,Summer,5.0,mountain,Cloudy
16.0,69,14.0,45.0,overcast,1014.21,3,Autumn,7.5,inland,Cloudy
10.0,74,2.0,27.0,overcast,1008.1,3,Autumn,8.0,coastal,Cloudy
13.0,75,6.0,21.0,overcast,1006.38,4,Winter,7.0,mountain,Cloudy
36.0,53,7.0,6.0,partly cloudy,1021.04,5,Summer,10.0,coastal,Sunny
21.0,106,6.5,72.0,clear,1019.78,0,Summer,6.0,inland,Sunny
28.0,67,3.0,11.0,partly cloudy,1028.93,7,Autumn,9.5,mountain,Sunny
41.0,61,0.0,9.0,clear,1025.18,8,Spring,5.5,mountain,Sunny
24.0,34,3.0,9.0,clear,1015.01,10,Summer,6.5,mountain,Sunny
25.0,59,0.5,28.0,partly cloudy,1016.78,1,Spring,7.5,inland,Cloudy
29.0,71,10.5,45.0,partly cloudy,1003.09,3,Spring,5.5,mountain,Cloudy
19.0,55,12.0,14.0,overcast,1006.19,4,Spring,6.0,inland,Cloudy
25.0,65,0.0,16.0,clear,1019.39,5,Winter,9.0,coastal,Sunny
29.0,41,1.0,18.0,clear,1021.9,7,Spring,6.0,mountain,Sunny
24.0,102,19.5,108.0,overcast,1001.94,5,Spring,7.5,mountain,Cloudy
22.0,56,9.5,29.0,partly cloudy,1015.17,4,Autumn,7.5,inland,Cloudy
40.0,41,6.0,5.0,clear,1018.67,11,Winter,9.0,mountain,Sunny
34.0,56,0.5,43.0,partly cloudy,1003.99,2,Winter,7.0,inland,Cloudy
27.0,69,14.0,41.0,overcast,1012.44,3,Spring,7.0,inland,Cloudy
29.0,38,6.0,2.0,clear,1011.18,8,Summer,9.0,coastal,Sunny
27.0,33,10.0,7.0,clear,1020.29,10,Winter,6.5,mountain,Sunny
18.0,57,13.0,25.0,cloudy,1140.82,5,Winter,2.0,mountain,Cloudy
17.0,54,2.0,19.0,partly cloudy,1003.4,2,Summer,8.0,inland,Cloudy
14.0,66,7.5,20.0,overcast,1015.78,4,Spring,7.0,coastal,Cloudy
38.0,22,5.5,10.0,clear,1021.59,9,Spring,8.5,inland,Sunny
-17.0,31,8.5,26.0,partly cloudy,1003.68,1,Winter,19.0,inland,Cloudy
41.0,98,1.0,87.0,clear,1010.36,10,Spring,12.0,inland,Sunny
57.0,82,21.0,91.0,partly cloudy,1019.11,12,Spring,2.0,coastal,Cloudy
18.0,51,9.0,15.0,overcast,1002.48,2,Winter,8.5,coastal,Cloudy
36.0,23,2.0,1.0,clear,1026.53,11,Autumn,6.5,inland,Sunny
-7.0,25,2.0,14.0,cloudy,1105.03,5,Autumn,16.5,mountain,Cloudy
48.0,50,0.5,94.0,cloudy,932.66,11,Spring,16.5,mountain,Cloudy
43.0,38,7.5,19.0,clear,1011.58,9,Autumn,7.0,mountain,Sunny
16.0,76,4.0,10.0,overcast,1018.94,2,Winter,9.0,mountain,Cloudy
12.0,68,9.0,31.0,partly cloudy,1009.37,1,Summer,6.0,inland,Cloudy
34.0,74,2.0,20.0,partly cloudy,1007.72,4,Winter,8.5,inland,Cloudy
29.0,36,2.5,11.0,clear,1024.91,9,Winter,5.5,inland,Sunny
26.0,76,4.0,36.0,overcast,1003.29,3,Autumn,5.5,coastal,Cloudy
21.0,70,6.0,42.0,overcast,1002.04,3,Winter,8.0,coastal,Cloudy
28.0,22,2.5,9.0,clear,1026.95,11,Autumn,9.5,coastal,Sunny
25.0,24,9.5,36.0,cloudy,1155.32,7,Autumn,1.5,coastal,Cloudy
23.0,75,4.5,46.0,partly cloudy,1016.07,1,Winter,8.5,mountain,Cloudy
30.0,64,2.5,6.0,partly cloudy,1028.58,11,Autumn,8.5,mountain,Sunny
25.0,42,3.5,5.0,clear,1019.29,5,Summer,6.0,mountain,Sunny
29.0,39,4.5,18.0,clear,1019.54,7,Spring,8.5,coastal,Sunny
35.0,23,0.5,16.0,partly cloudy,1017.72,11,Winter,9.0,coastal,Sunny
33.0,24,6.5,4.0,clear,1026.87,11,Winter,6.5,mountain,Sunny
28.0,59,5.5,18.0,clear,1010.26,6,Winter,6.0,coastal,Sunny
41.0,41,2.0,5.0,clear,1027.78,8,Winter,7.5,coastal,Sunny
25.0,45,2.5,3.0,clear,1014.21,9,Summer,6.0,inland,Sunny
42.0,39,9.0,2.0,partly cloudy,1025.44,8,Autumn,7.0,mountain,Sunny
29.0,74,13.5,97.0,clear,1029.17,12,Winter,9.5,mountain,Sunny
99.0,91,19.5,95.0,partly cloudy,1022.83,11,Autumn,8.5,mountain,Sunny
34.0,76,14.5,49.0,partly cloudy,1014.8,2,Winter,7.0,inland,Cloudy
76.0,104,2.5,90.0,clear,1011.37,5,Winter,11.0,coastal,Sunny
32.0,41,9.5,59.0,cloudy,942.84,11,Summer,15.5,mountain,Sunny
25.0,50,2.5,16.0,partly cloudy,1024.54,10,Autumn,6.5,mountain,Sunny
13.0,39,13.0,15.0,cloudy,811.03,8,Summer,4.5,inland,Sunny
14.0,68,14.5,34.0,partly cloudy,1017.47,2,Autumn,7.0,inland,Cloudy
5.0,43,4.0,76.0,partly cloudy,1020.93,6,Winter,3.0,coastal,Cloudy
75.0,80,2.5,95.0,clear,1021.55,9,Autumn,10.5,coastal,Sunny
69.0,97,14.0,102.0,clear,1018.67,10,Spring,5.5,inland,Sunny
16.0,71,16.5,89.0,clear,1016.59,6,Autumn,8.0,mountain,Sunny
23.0,36,5.5,13.0,clear,1019.6,11,Summer,7.5,mountain,Sunny
20.0,57,8.0,7.0,clear,1022.77,9,Winter,8.5,coastal,Sunny
34.0,30,0.5,1.0,clear,1018.1,10,Autumn,8.5,mountain,Sunny
18.0,72,7.0,27.0,partly cloudy,1018.11,4,Autumn,5.5,coastal,Cloudy
29.0,74,5.0,41.0,partly cloudy,1000.07,2,Winter,6.0,inland,Cloudy
35.0,27,8.0,11.0,clear,1010.02,11,Spring,8.0,inland,Sunny
20.0,54,2.5,9.0,partly cloudy,1016.32,5,Summer,9.0,coastal,Sunny
44.0,53,3.5,10.0,clear,1012.05,11,Winter,8.5,inland,Sunny
34.0,50,2.5,8.0,partly cloudy,1026.8,10,Winter,8.0,coastal,Sunny
21.0,66,4.5,47.0,overcast,1002.76,3,Summer,7.0,coastal,Cloudy
-15.0,42,8.5,54.0,partly cloudy,1188.64,0,Winter,15.0,inland,Sunny
9.0,109,8.0,101.0,overcast,1003.91,11,Spring,8.0,inland,Cloudy
26.0,74,14.5,38.0,partly cloudy,1004.08,4,Spring,8.0,mountain,Cloudy
39.0,37,1.5,19.0,clear,1023.87,8,Winter,7.0,inland,Sunny
26.0,40,9.0,8.0,clear,1016.2,9,Winter,8.5,coastal,Sunny
43.0,29,1.5,1.0,partly cloudy,1012.53,6,Summer,9.0,mountain,Sunny
23.0,54,12.0,14.0,partly cloudy,1005.89,3,Summer,6.5,inland,Cloudy
26.0,77,13.0,24.0,partly cloudy,1015.67,4,Autumn,7.5,mountain,Cloudy
32.0,60,6.0,18.0,partly cloudy,1017.23,3,Winter,6.0,coastal,Cloudy
13.0,41,7.5,87.0,partly cloudy,1026.52,5,Autumn,4.5,inland,Sunny
29.0,46,9.0,17.0,clear,1025.99,7,Spring,5.0,coastal,Sunny
36.0,67,4.5,7.0,clear,1027.18,8,Winter,7.5,inland,Sunny
20.0,64,5.5,35.0,overcast,1019.89,2,Summer,8.5,coastal,Cloudy
40.0,24,7.0,11.0,clear,1016.92,11,Summer,5.0,inland,Sunny
44.0,63,8.5,14.0,clear,1016.61,7,Winter,5.5,coastal,Sunny
15.0,75,3.0,39.0,overcast,1005.03,4,Winter,5.5,coastal,Cloudy
25.0,69,7.5,16.0,partly cloudy,1013.11,3,Autumn,6.5,inland,Cloudy
24.0,77,14.0,40.0,partly cloudy,1006.57,2,Summer,7.0,coastal,Cloudy
28.0,63,2.5,29.0,partly cloudy,1004.93,4,Winter,5.0,inland,Cloudy
30.0,58,2.0,18.0,clear,1029.24,5,Spring,9.5,coastal,Sunny
37.0,27,2.0,10.0,clear,1016.94,8,Summer,8.0,inland,Sunny
33.0,67,1.0,42.0,partly cloudy,1005.7,4,Winter,5.5,mountain,Cloudy
20.0,44,9.0,3.0,partly cloudy,1010.29,9,Autumn,5.5,mountain,Sunny
42.0,20,6.5,17.0,partly cloudy,1015.09,9,Summer,10.0,coastal,Sunny
66.0,70,6.5,91.0,partly cloudy,1011.71,10,Summer,11.0,mountain,Sunny
29.0,48,7.5,7.0,partly cloudy,1019.5,6,Winter,8.0,coastal,Sunny
42.0,54,2.5,11.0,clear,1029.36,11,Autumn,6.5,inland,Sunny
7.0,66,0.5,25.0,overcast,1008.73,14,Winter,16.5,coastal,Sunny
26.0,85,19.0,86.0,partly cloudy,1015.32,2,Summer,2.0,inland,Cloudy
29.0,29,4.5,19.0,clear,1022.18,8,Autumn,6.0,mountain,Sunny
15.0,50,9.5,22.0,overcast,1011.54,4,Winter,6.5,mountain,Cloudy
32.0,72,6.0,27.0,overcast,1016.73,3,Spring,9.0,coastal,Cloudy
39.0,44,2.0,10.0,clear,1011.12,7,Summer,7.5,coastal,Sunny
41.0,104,5.5,85.0,partly cloudy,1023.8,13,Summer,4.5,coastal,Sunny
28.0,52,3.0,21.0,partly cloudy,1009.29,3,Winter,5.5,mountain,Cloudy
10.0,105,20.0,74.0,clear,1013.23,5,Winter,2.0,mountain,Sunny
29.0,71,15.0,12.0,overcast,1017.74,4,Winter,7.5,mountain,Cloudy
20.0,61,4.5,39.0,partly cloudy,1008.47,3,Spring,7.5,mountain,Cloudy
36.0,48,2.0,12.0,partly cloudy,1027.45,10,Autumn,8.0,inland,Sunny
32.0,46,0.0,4.0,clear,1029.43,10,Winter,8.0,mountain,Sunny
-1.0,61,13.0,23.0,partly cloudy,1042.41,4,Summer,0.5,inland,Sunny
32.0,74,7.5,49.0,overcast,1012.57,2,Summer,6.5,mountain,Cloudy
16.0,76,14.0,17.0,partly cloudy,1008.64,4,Autumn,6.5,coastal,Cloudy
29.0,50,13.0,29.0,partly cloudy,1007.94,1,Summer,7.5,mountain,Cloudy
23.0,73,3.5,101.0,overcast,1015.91,0,Spring,2.0,coastal,Cloudy
34.0,76,8.0,18.0,partly cloudy,1003.47,1,Winter,8.5,mountain,Cloudy
11.0,60,7.5,41.0,partly cloudy,1011.49,1,Autumn,7.0,mountain,Cloudy
32.0,72,22.5,79.0,partly cloudy,1002.95,9,Winter,7.5,coastal,Cloudy
34.0,46,8.0,15.0,clear,1015.87,10,Winter,5.5,coastal,Sunny
18.0,59,3.0,47.0,partly cloudy,1001.99,3,Summer,6.5,coastal,Cloudy
23.0,44,1.0,14.0,clear,1016.6,11,Autumn,7.0,inland,Sunny
41.0,60,1.0,16.0,clear,1014.72,6,Winter,5.0,coastal,Sunny
26.0,56,9.5,7.0,partly cloudy,1024.17,10,Summer,8.5,coastal,Sunny
13.0,51,7.0,47.0,partly cloudy,1019.28,3,Summer,6.0,inland,Cloudy
33.0,52,9.5,34.0,overcast,1001.71,4,Autumn,7.0,inland,Cloudy
21.0,75,13.0,12.0,partly cloudy,1019.13,3,Autumn,6.5,inland,Cloudy
38.0,85,9.5,86.0,clear,1018.26,0,Spring,6.0,mountain,Sunny
10.0,107,22.0,94.0,partly cloudy,1003.89,14,Autumn,3.0,coastal,Cloudy
26.0,54,10.0,27.0,overcast,1002.89,1,Autumn,5.0,coastal,Cloudy
14.0,67,7.0,40.0,partly cloudy,1014.38,2,Summer,5.5,inland,Cloudy
31.0,36,3.5,14.0,clear,1024.93,6,Autumn,6.5,mountain,Sunny
14.0,71,10.5,17.0,partly cloudy,1005.21,4,Summer,6.5,mountain,Cloudy
25.0,58,3.0,34.0,overcast,1006.6,3,Autumn,7.5,mountain,Cloudy
30.0,47,8.5,13.0,partly cloudy,1020.78,5,Spring,6.0,inland,Sunny
32.0,25,8.5,36.0,partly cloudy,1052.43,5,Autumn,15.0,inland,Cloudy
10.0,78,13.5,35.0,partly cloudy,1001.98,2,Autumn,5.5,inland,Cloudy
41.0,20,10.0,9.0,clear,1027.84,5,Autumn,6.0,coastal,Sunny
22.0,72,11.0,18.0,overcast,1015.53,3,Winter,8.5,coastal,Cloudy
31.0,68,2.5,17.0,partly cloudy,1015.58,5,Spring,8.0,mountain,Sunny
52.0,92,19.0,90.0,partly cloudy,1028.88,13,Autumn,10.0,mountain,Sunny
17.0,70,12.0,31.0,overcast,1006.41,4,Spring,5.5,coastal,Cloudy
22.0,22,5.0,9.0,clear,1013.68,5,Spring,8.0,mountain,Sunny
39.0,58,1.5,10.0,partly cloudy,1020.14,5,Winter,9.0,mountain,Sunny
30.0,71,8.0,40.0,overcast,1018.31,3,Autumn,6.0,mountain,Cloudy
38.0,44,6.0,2.0,clear,1010.46,8,Spring,5.5,inland,Sunny
25.0,103,17.5,85.0,clear,1019.65,7,Autumn,6.0,inland,Sunny
29.0,77,4.0,39.0,overcast,1007.58,2,Spring,7.5,mountain,Cloudy
30.0,61,4.0,9.0,clear,1013.75,10,Summer,5.5,coastal,Sunny
25.0,97,3.5,94.0,overcast,1004.72,14,Autumn,3.0,mountain,Cloudy
32.0,61,0.5,31.0,partly cloudy,1017.79,1,Summer,5.5,mountain,Cloudy
13.0,64,2.0,26.0,overcast,1012.83,3,Winter,7.0,mountain,Cloudy
34.0,29,9.0,5.0,clear,1029.86,11,Summer,8.5,coastal,Sunny
15.0,66,7.0,94.0,cloudy,871.72,5,Winter,19.5,mountain,Sunny
24.0,58,9.0,3.0,clear,1016.22,6,Summer,8.0,inland,Sunny
13.0,65,13.0,36.0,overcast,1019.47,1,Winter,8.5,coastal,Cloudy
30.0,34,8.5,2.0,clear,1011.28,8,Winter,10.0,mountain,Sunny
11.0,68,7.5,20.0,partly cloudy,1004.26,3,Winter,5.5,inland,Cloudy
27.0,48,8.5,15.0,clear,1010.98,10,Summer,8.0,mountain,Sunny
31.0,59,8.5,5.0,clear,1014.26,8,Autumn,9.5,coastal,Sunny
31.0,62,8.0,8.0,clear,1029.76,9,Summer,7.5,coastal,Sunny
26.0,53,5.0,20.0,partly cloudy,1003.25,3,Winter,7.0,coastal,Cloudy
28.0,59,9.0,7.0,clear,1025.05,11,Winter,7.5,coastal,Sunny
38.0,20,2.5,9.0,clear,1010.57,7,Summer,5.5,coastal,Sunny
36.0,61,4.5,10.0,partly cloudy,1018.51,11,Winter,9.5,mountain,Sunny
77.0,97,20.5,106.0,clear,1027.63,14,Summer,3.5,coastal,Sunny
24.0,54,0.5,4.0,clear,1015.46,5,Autumn,8.5,mountain,Sunny
11.0,78,9.5,30.0,partly cloudy,1014.69,3,Spring,9.0,inland,Cloudy
30.0,61,14.0,33.0,partly cloudy,1001.84,3,Autumn,7.5,mountain,Cloudy
16.0,64,12.0,16.0,overcast,1008.27,2,Spring,6.5,coastal,Cloudy
36.0,48,1.0,16.0,partly cloudy,1028.38,9,Spring,8.0,inland,Sunny
44.0,30,9.5,19.0,clear,1020.11,5,Winter,10.0,inland,Sunny
27.0,62,8.5,18.0,partly cloudy,1002.01,1,Summer,7.0,mountain,Cloudy
20.0,60,3.0,2.0,partly cloudy,1013.37,6,Autumn,8.0,mountain,Sunny
34.0,97,2.0,97.0,partly cloudy,1006.49,6,Winter,3.5,mountain,Cloudy
14.0,55,8.5,44.0,partly cloudy,1019.66,4,Summer,8.5,mountain,Cloudy
40.0,35,8.0,3.0,clear,1019.72,11,Spring,6.5,inland,Sunny
23.0,62,14.5,24.0,partly cloudy,1005.56,2,Autumn,5.5,inland,Cloudy
20.0,93,5.0,109.0,overcast,1000.64,6,Summer,8.5,coastal,Cloudy
21.0,62,12.5,27.0,partly cloudy,1004.44,4,Winter,7.5,mountain,Cloudy
32.0,64,7.0,49.0,partly cloudy,1000.53,4,Winter,7.5,coastal,Cloudy
23.0,70,15.0,49.0,overcast,1002.8,1,Spring,8.0,inland,Cloudy
27.0,29,2.5,5.0,clear,1020.81,7,Summer,7.5,coastal,Sunny
25.0,37,0.0,5.0,clear,1014.6,5,Winter,8.5,inland,Sunny
44.0,58,2.5,4.0,partly cloudy,1029.16,11,Summer,5.5,inland,Sunny
10.0,61,10.0,37.0,partly cloudy,1010.57,4,Winter,8.0,coastal,Cloudy
74.0,93,5.0,87.0,partly cloudy,1014.05,13,Summer,1.5,inland,Sunny
30.0,85,3.0,109.0,clear,1027.48,12,Spring,10.5,inland,Sunny
23.0,69,11.5,16.0,partly cloudy,1019.63,2,Autumn,6.5,coastal,Cloudy
40.0,40,9.5,15.0,clear,1014.49,10,Spring,7.5,mountain,Sunny
22.0,33,3.0,16.0,clear,1029.91,6,Autumn,8.5,mountain,Sunny
28.0,55,1.0,47.0,partly cloudy,1009.57,1,Winter,5.5,coastal,Cloudy
17.0,87,33.5,103.0,overcast,1019.15,13,Winter,1.5,inland,Cloudy
33.0,48,1.5,6.0,clear,1017.2,10,Autumn,6.0,inland,Sunny
10.0,53,14.0,43.0,partly cloudy,1003.53,1,Spring,7.5,inland,Cloudy
31.0,56,4.0,10.0,partly cloudy,1005.17,4,Winter,7.0,mountain,Cloudy
36.0,44,9.0,7.0,partly cloudy,1011.22,11,Winter,6.5,coastal,Sunny
18.0,75,11.0,19.0,partly cloudy,1010.02,1,Spring,7.5,mountain,Cloudy
39.0,36,10.0,3.0,partly cloudy,1010.12,7,Spring,5.5,inland,Sunny
9.0,105,19.0,85.0,overcast,1013.12,3,Spring,2.5,coastal,Cloudy
35.0,36,8.5,8.0,clear,1025.5,11,Autumn,7.0,inland,Sunny
15.0,58,11.5,42.0,partly cloudy,1006.38,2,Summer,8.5,mountain,Cloudy
33.0,98,12.5,85.0,clear,1025.58,12,Summer,8.5,mountain,Sunny
22.0,74,14.0,31.0,overcast,1018.24,4,Winter,6.0,coastal,Cloudy
24.0,33,5.5,5.0,clear,1013.74,5,Autumn,6.0,mountain,Sunny
11.0,73,7.0,10.0,overcast,1019.01,1,Winter,8.0,mountain,Cloudy
30.0,60,1.0,41.0,partly cloudy,1012.67,3,Spring,8.5,coastal,Cloudy
10.0,63,2.5,23.0,partly cloudy,1008.83,3,Spring,7.5,inland,Cloudy
17.0,72,7.5,28.0,partly cloudy,1015.34,3,Winter,5.5,mountain,Cloudy
41.0,24,5.5,10.0,partly cloudy,1010.64,10,Summer,10.0,coastal,Sunny
32.0,51,11.0,17.0,partly cloudy,1008.63,1,Winter,7.5,inland,Cloudy
29.0,74,11.5,17.0,partly cloudy,1019.18,1,Summer,7.0,mountain,Cloudy
28.0,45,5.5,3.0,clear,1016.57,5,Spring,9.0,mountain,Sunny
76.0,93,15.0,106.0,clear,1020.17,0,Spring,5.5,inland,Sunny
99.0,108,13.0,105.0,clear,1016.03,13,Spring,4.5,coastal,Sunny
53.0,79,8.0,103.0,clear,1012.21,0,Winter,9.0,inland,Sunny
26.0,81,1.5,97.0,overcast,1003.38,4,Spring,12.5,coastal,Cloudy
31.0,78,0.5,25.0,overcast,1017.49,4,Spring,7.0,inland,Cloudy
15.0,55,14.0,11.0,partly cloudy,1009.66,2,Winter,7.5,coastal,Cloudy
33.0,52,9.0,2.0,clear,1028.66,6,Spring,9.0,coastal,Sunny
26.0,50,11.0,14.0,partly cloudy,1006.46,4,Winter,7.0,mountain,Cloudy
28.0,76,11.0,30.0,partly cloudy,1003.14,1,Autumn,8.0,coastal,Cloudy
26.0,47,1.0,0.0,clear,1020.91,11,Summer,9.0,mountain,Sunny
19.0,73,12.0,33.0,partly cloudy,1002.0,2,Winter,6.5,mountain,Cloudy
34.0,36,6.0,6.0,partly cloudy,1017.48,7,Summer,9.5,inland,Sunny
30.0,74,12.5,48.0,partly cloudy,1003.07,2,Summer,8.5,mountain,Cloudy
12.0,72,5.5,87.0,partly cloudy,1023.61,8,Autumn,14.0,mountain,Sunny
21.0,66,1.0,46.0,overcast,1007.59,4,Autumn,7.0,coastal,Cloudy
24.0,54,7.5,20.0,overcast,1018.31,3,Summer,6.0,coastal,Cloudy
10.0,51,3.0,48.0,partly cloudy,1018.09,4,Autumn,8.5,mountain,Cloudy
29.0,49,4.5,17.0,clear,1027.96,8,Spring,9.0,inland,Sunny
33.0,48,3.0,13.0,clear,1011.74,11,Summer,9.5,coastal,Sunny
28.0,44,8.5,12.0,clear,1010.06,11,Autumn,6.5,inland,Sunny
42.0,45,7.0,17.0,clear,1011.0,8,Summer,5.5,coastal,Sunny
44.0,89,11.0,77.0,clear,1023.68,4,Winter,7.0,coastal,Sunny
23.0,62,1.0,9.0,clear,1025.54,10,Autumn,7.5,mountain,Sunny
48.0,36,4.5,29.0,partly cloudy,953.81,3,Spring,13.0,inland,Sunny
30.0,65,3.5,0.0,clear,1022.13,10,Winter,8.5,coastal,Sunny
20.0,40,0.5,18.0,clear,1028.73,9,Spring,7.0,mountain,Sunny
32.0,77,13.5,103.0,clear,1020.82,5,Autumn,6.0,coastal,Sunny
25.0,53,7.0,12.0,clear,1026.52,8,Autumn,6.0,coastal,Sunny
26.0,65,4.5,12.0,clear,1011.24,8,Spring,9.0,inland,Sunny
29.0,35,7.5,7.0,clear,1011.77,7,Spring,9.5,inland,Sunny
22.0,32,6.5,12.0,clear,1022.61,8,Autumn,6.0,inland,Sunny
42.0,65,7.5,9.0,clear,1028.98,6,Winter,6.0,mountain,Sunny
37.0,35,4.5,15.0,partly cloudy,1023.79,7,Autumn,6.5,mountain,Sunny
11.0,78,2.0,21.0,overcast,1008.58,2,Spring,7.0,inland,Cloudy
28.0,44,5.0,16.0,clear,1020.06,7,Winter,6.0,mountain,Sunny
32.0,42,0.5,4.0,partly cloudy,1025.88,11,Autumn,9.5,inland,Sunny
43.0,48,4.5,10.0,clear,1019.05,11,Autumn,5.5,inland,Sunny
32.0,66,2.0,19.0,partly cloudy,1012.71,2,Summer,8.0,coastal,Cloudy
10.0,73,13.5,44.0,partly cloudy,1004.37,2,Autumn,6.5,coastal,Cloudy
32.0,75,9.0,28.0,overcast,1014.35,3,Autumn,8.5,inland,Cloudy
23.0,67,9.0,17.0,clear,1013.33,9,Summer,7.5,coastal,Sunny
35.0,68,1.5,9.0,partly cloudy,1013.93,7,Spring,9.5,coastal,Sunny
18.0,57,11.0,30.0,overcast,1019.53,4,Summer,7.5,coastal,Cloudy
26.0,63,13.0,10.0,partly cloudy,1014.41,1,Summer,5.5,mountain,Cloudy
21.0,74,8.5,88.0,overcast,1011.9,7,Spring,2.0,mountain,Cloudy
31.0,39,0.5,8.0,clear,1024.5,6,Summer,7.0,mountain,Sunny
77.0,79,12.5,80.0,clear,1015.95,3,Spring,5.5,mountain,Sunny
11.0,108,29.0,109.0,partly cloudy,1004.96,7,Autumn,5.5,coastal,Cloudy
32.0,60,3.5,30.0,partly cloudy,1000.76,1,Summer,7.5,coastal,Cloudy
34.0,61,1.0,19.0,partly cloudy,1015.83,3,Summer,6.5,inland,Cloudy
14.0,74,4.5,31.0,overcast,1018.2,4,Summer,6.5,coastal,Cloudy
39.0,27,5.5,8.0,clear,1025.79,9,Winter,7.5,inland,Sunny
43.0,39,8.5,19.0,clear,1024.21,7,Autumn,8.5,inland,Sunny
18.0,92,12.0,76.0,partly cloudy,1005.23,4,Summer,1.0,inland,Cloudy
24.0,55,8.5,48.0,overcast,1009.07,3,Summer,6.0,coastal,Cloudy
39.0,29,6.0,10.0,clear,1013.9,11,Summer,5.5,mountain,Sunny
34.0,61,5.0,13.0,clear,1023.75,10,Winter,7.0,inland,Sunny
-6.0,78,2.5,85.0,overcast,961.22,0,Spring,19.5,mountain,Sunny
43.0,68,4.0,3.0,partly cloudy,1025.9,6,Summer,8.0,coastal,Sunny
24.0,64,2.5,3.0,clear,1025.63,9,Spring,9.5,inland,Sunny
42.0,57,0.0,0.0,clear,1023.56,8,Spring,5.5,inland,Sunny
31.0,45,4.5,18.0,partly cloudy,1024.38,6,Spring,6.5,coastal,Sunny
-15.0,59,14.0,12.0,cloudy,1030.61,12,Autumn,17.0,mountain,Sunny
15.0,60,5.0,44.0,partly cloudy,1000.74,1,Summer,9.0,inland,Cloudy
31.0,31,1.0,2.0,clear,1027.94,9,Spring,9.0,mountain,Sunny
15.0,61,10.0,99.0,cloudy,883.56,11,Spring,9.5,inland,Sunny
38.0,88,1.5,100.0,clear,1028.91,9,Winter,7.5,mountain,Sunny
28.0,44,0.5,19.0,partly cloudy,1019.36,5,Winter,8.5,mountain,Sunny
24.0,31,2.0,13.0,clear,1019.3,7,Winter,7.0,inland,Sunny
