Weather Type,Temperature_normalized,Humidity_normalized,Wind Speed_normalized,Precipitation (%)_normalized,Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Atmospheric Pressure_normalized,UV Index_normalized,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Visibility (km)_normalized,Location_coastal,Location_inland,Location_mountain,Weather Type_Cloudy,Weather Type_Sunny
Cloudy,-0.7719504269969738,-0.23839694236822517,-1.0223325463811785,-0.45478674888707843,0,0,0,1,-0.2897423748840607,-1.0323470159592512,0,0,1,0,0.27798596800546643,0,1,0,1,0
Cloudy,-0.9892687484110264,0.37987159320245384,0.03639506365064129,-0.42007135036982407,0,0,1,0,0.0567132052437528,-0.47513652308796894,0,1,0,0,-0.11693874668864658,1,0,0,1,0
Sunny,0.7492778229013949,-1.887113037223369,-0.3485967945427477,-0.7672253355423676,1,0,0,0,0.21930665601456198,0.9178897090902367,0,1,0,0,0.4754483253525229,0,1,0,0,1
Cloudy,-3.2348914030229037,-1.4234116355453599,0.2288909927473358,-0.21177895926629794,0,0,0,1,-0.2819065459312515,-1.3109522623948924,0,0,0,1,4.622157829640709,0,1,0,1,0
Sunny,0.9665961443154476,2.028587688057598,-1.214828475477873,1.9058603502862175,1,0,0,0,-0.09496605519992536,1.1964949555258777,0,1,0,0,1.8576848267819184,0,1,0,0,1
Cloudy,2.125627191857062,1.204229640630026,2.6350901064560173,2.044721944355235,0,0,0,1,0.14990359957538718,1.7537054483971601,0,1,0,0,-2.0915623201592117,1,0,0,1,0
Cloudy,-0.6995109865256228,-0.3929640762608949,0.32513895729568304,-0.5936483429560958,0,0,1,0,-0.315488670014721,-1.0323470159592512,0,0,0,1,0.4754483253525229,1,0,0,1,0
Sunny,0.6043989419586931,-1.835590659259146,-1.0223325463811785,-1.0796639221976567,1,0,0,0,0.35755306682485105,1.475100201961519,1,0,0,0,-0.3144011040357031,0,1,0,0,1
Cloudy,-2.510496998309395,-1.7325459033306994,-1.0223325463811785,-0.6283637414733502,0,1,0,0,2.554383683951941,-0.1965312766523278,1,0,0,0,3.634846042905427,0,0,1,1,0
Cloudy,1.473672227614904,-0.4444864542251182,-1.3110764400262203,2.148868139906998,0,1,0,0,-2.269408589604702,1.475100201961519,0,1,0,0,3.634846042905427,0,0,1,1,0
Sunny,1.1114750252581493,-1.062754989795797,0.03639506365064129,-0.45478674888707843,1,0,0,0,-0.06082422904839531,0.9178897090902367,1,0,0,0,-0.11693874668864658,0,0,1,0,1
Cloudy,-0.8443898674683247,0.8950953728446863,-0.6373406881877896,-0.7672253355423676,0,0,1,0,0.14514613199689652,-1.0323470159592512,0,0,0,1,0.6729106826995794,0,0,1,1,0
Cloudy,-1.1341476293537283,0.48291634913090037,0.32513895729568304,-0.038201966680026185,0,0,0,1,-0.12267130756878955,-1.3109522623948924,0,0,1,0,-0.5118634613827596,0,1,0,1,0
Cloudy,0.45952006101599135,0.7920506169162399,-1.0223325463811785,-0.42007135036982407,0,0,0,1,-0.16884672818356214,-0.47513652308796894,0,0,0,1,0.4754483253525229,0,1,0,1,0
Sunny,0.09732285865923691,-1.1657997457242437,-0.9260845818328313,-0.7325099370251132,1,0,0,0,0.3122171993121677,0.9178897090902367,0,0,0,1,-0.709325818729816,0,1,0,0,1
Cloudy,-0.11999546275481575,0.8950953728446863,-0.6373406881877896,0.1353750259062456,0,0,1,0,-0.2928207362583793,-0.75374176952361,1,0,0,0,-0.709325818729816,1,0,0,1,0
Cloudy,-0.4821926651115702,0.5859611050593468,-0.2523488299944005,0.3436674170097717,0,0,1,0,-0.3278021155119954,-0.75374176952361,0,0,0,1,0.27798596800546643,1,0,0,1,0
Sunny,0.024883418187886024,-1.887113037223369,-0.9260845818328313,-0.801940734059622,1,0,0,0,0.3693068102540681,1.475100201961519,1,0,0,0,0.870373040046636,1,0,0,0,1
Cloudy,-0.19243490322616663,-1.7840682812949227,0.4213869218440303,0.1353750259062456,0,1,0,0,3.961754534083422,0.36067921621895443,1,0,0,0,-2.289024677506268,1,0,0,1,0
Cloudy,-0.3373137841688684,0.8435729948804631,-0.5410927236394423,0.4825290110787891,0,0,0,1,0.0648288852305939,-1.3109522623948924,0,0,0,1,0.4754483253525229,0,0,1,1,0
Sunny,0.1697622991305878,0.27682683727400736,-0.9260845818328313,-0.906086929611385,0,0,0,1,0.4149225288007802,1.475100201961519,1,0,0,0,0.4754483253525229,0,0,1,0,1
Sunny,-0.19243490322616663,-0.8566654779389041,-0.7335886527361368,-0.9408023281286394,1,0,0,0,0.15494091818790648,-0.1965312766523278,0,0,1,0,-0.5118634613827596,0,0,1,0,1
Sunny,0.09732285865923691,-1.011232611831574,-0.5410927236394423,-0.4895021474043328,1,0,0,0,0.16193719403862972,0.36067921621895443,0,1,0,0,0.4754483253525229,1,0,0,0,1
Sunny,0.5319595014873423,-1.835590659259146,-1.3110764400262203,-0.5589329444388415,0,0,0,1,0.11100430584536648,1.475100201961519,0,0,0,1,0.6729106826995794,1,0,0,0,1
Sunny,0.3870806205446405,-1.7840682812949227,-0.15610086544605323,-0.9755177266458938,1,0,0,0,0.36706800198183237,1.475100201961519,0,0,0,1,-0.3144011040357031,0,0,1,0,1
Sunny,0.024883418187886024,0.019214947452891096,-0.3485967945427477,-0.4895021474043328,1,0,0,0,-0.09776456554021529,0.0820739697833133,0,0,0,1,-0.5118634613827596,1,0,0,0,1
Sunny,0.9665961443154476,-0.9081878559031275,-1.0223325463811785,-0.9408023281286394,1,0,0,0,0.39253444607846716,0.6392844626545956,0,0,0,1,0.08052361065840993,1,0,0,0,1
Sunny,-0.19243490322616663,-0.7020983440462344,-0.9260845818328313,-1.010233125163148,1,0,0,0,0.01277659290121279,0.9178897090902367,0,0,1,0,-0.5118634613827596,0,1,0,0,1
Sunny,1.0390355847867985,-1.011232611831574,0.32513895729568304,-1.0449485236804024,0,0,0,1,0.32704930411570016,0.6392844626545956,1,0,0,0,-0.11693874668864658,0,0,1,0,1
Sunny,0.09732285865923691,0.7920506169162399,1.1913706382308085,2.2530143354587606,1,0,0,0,0.43143373980849103,1.7537054483971601,0,0,0,1,0.870373040046636,0,0,1,0,1
Sunny,5.168083691653799,1.6679310423080351,2.3463462128109756,2.1835835384242523,0,0,0,1,0.2540081842341494,1.475100201961519,1,0,0,0,0.4754483253525229,0,0,1,0,1
Cloudy,0.45952006101599135,0.8950953728446863,1.3838665673275028,0.5866752066305522,0,0,0,1,0.029287803908917286,-1.0323470159592512,0,0,0,1,-0.11693874668864658,0,1,0,1,0
Sunny,3.501976560812729,2.3377219558429374,-0.9260845818328313,2.0100065458379808,1,0,0,0,-0.06670110076300383,-0.1965312766523278,0,0,0,1,1.4627601120878055,1,0,0,0,1
Sunny,0.31464118007328956,-0.9081878559031275,0.4213869218440303,0.9338291918030956,0,1,0,0,-1.9845202369632509,1.475100201961519,0,0,1,0,3.2399213282113135,0,0,1,0,1
Sunny,-0.19243490322616663,-0.4444864542251182,-0.9260845818328313,-0.5589329444388415,0,0,0,1,0.30186271105309403,1.1964949555258777,1,0,0,0,-0.3144011040357031,0,0,1,0,1
Sunny,-1.0617081888823774,-1.011232611831574,1.095122673682461,-0.5936483429560958,0,1,0,0,-5.673236716498561,0.6392844626545956,0,0,1,0,-1.104250533423929,0,1,0,0,1
Cloudy,-0.9892687484110264,0.48291634913090037,1.3838665673275028,0.06594422887173687,0,0,0,1,0.10400802999464326,-1.0323470159592512,1,0,0,0,-0.11693874668864658,0,1,0,1,0
Cloudy,-1.6412237126531843,-0.8051430999746809,-0.6373406881877896,1.5239909665964197,0,0,0,1,0.2008364877686504,0.0820739697833133,0,0,0,1,-1.6966376054650987,1,0,0,1,0
Sunny,3.429537120341378,1.1011848847015793,-0.9260845818328313,2.1835835384242523,1,0,0,0,0.2181872518784441,0.9178897090902367,1,0,0,0,1.265297754740749,1,0,0,0,1
Sunny,2.994900477513273,1.9770653100933746,1.2876186027791556,2.4265913280450326,1,0,0,0,0.1375901540781128,1.1964949555258777,0,1,0,0,-0.709325818729816,0,1,0,0,1
Sunny,-0.8443898674683247,0.6374834830235702,1.768858425520892,1.9752911473207262,1,0,0,0,0.07938113900009768,0.0820739697833133,1,0,0,0,0.27798596800546643,0,0,1,0,1
Sunny,-0.3373137841688684,-1.1657997457242437,-0.3485967945427477,-0.6630791399906045,1,0,0,0,0.16361630024280494,1.475100201961519,0,0,1,0,0.08052361065840993,0,0,1,0,1
Sunny,-0.5546321055829211,-0.0838298084755554,0.13264302819898854,-0.8713715310941307,1,0,0,0,0.2523290780299742,0.9178897090902367,0,0,0,1,0.4754483253525229,1,0,0,0,1
Sunny,0.45952006101599135,-1.4749340135095832,-1.3110764400262203,-1.0796639221976567,1,0,0,0,0.12163864513846565,1.1964949555258777,1,0,0,0,0.4754483253525229,0,0,1,0,1
Cloudy,-0.6995109865256228,0.6890058609877934,-0.05985290089770597,-0.17706356074904359,0,0,0,1,0.12191849617249431,-0.47513652308796894,1,0,0,0,-0.709325818729816,1,0,0,1,0
Cloudy,0.09732285865923691,0.7920506169162399,-0.444844759091095,0.30895201849251736,0,0,0,1,-0.3829327692156919,-1.0323470159592512,0,0,0,1,-0.5118634613827596,0,1,0,1,0
Sunny,0.5319595014873423,-1.629501147402253,0.13264302819898854,-0.7325099370251132,1,0,0,0,-0.10448099035690983,1.475100201961519,0,1,0,0,0.27798596800546643,0,1,0,0,1
Sunny,-0.5546321055829211,-0.23839694236822517,-0.9260845818328313,-0.801940734059622,0,0,0,1,0.0718251610813171,-0.1965312766523278,0,0,1,0,0.6729106826995794,1,0,0,0,1
Sunny,1.1839144657295002,-0.28991932033244844,-0.7335886527361368,-0.7672253355423676,1,0,0,0,-0.047671230449038086,1.475100201961519,0,0,0,1,0.4754483253525229,0,1,0,0,1
Sunny,0.45952006101599135,-0.4444864542251182,-0.9260845818328313,-0.8366561325768763,0,0,0,1,0.36510904474363165,1.1964949555258777,0,0,0,1,0.27798596800546643,1,0,0,0,1
Cloudy,-0.4821926651115702,0.37987159320245384,-0.5410927236394423,0.5172444095960435,0,0,1,0,-0.30765284106191176,-0.75374176952361,0,0,1,0,-0.11693874668864658,1,0,0,1,0
Sunny,-3.090012522080202,-0.8566654779389041,0.2288909927473358,0.760252199216824,0,0,0,1,4.894218179467816,-1.5895575088305334,0,0,0,1,3.0424589708642573,0,1,0,0,1
Cloudy,-1.3514659507677809,2.5953338456640536,0.13264302819898854,2.391875929527778,0,0,1,0,-0.2754699721485856,1.475100201961519,0,1,0,0,0.27798596800546643,0,1,0,1,0
Cloudy,-0.11999546275481575,0.7920506169162399,1.3838665673275028,0.20480582294075428,0,0,0,1,-0.27071250457009177,-0.47513652308796894,0,1,0,0,0.27798596800546643,0,0,1,1,0
Sunny,0.8217172633727458,-1.1142773677600204,-1.1185805109295257,-0.45478674888707843,1,0,0,0,0.28311269177315695,0.6392844626545956,0,0,0,1,-0.11693874668864658,0,1,0,0,1
Sunny,-0.11999546275481575,-0.9597102338673507,0.32513895729568304,-0.8366561325768763,1,0,0,0,0.06846694867296983,0.9178897090902367,0,0,0,1,0.4754483253525229,1,0,0,0,1
Sunny,1.1114750252581493,-1.5264563914738065,-1.1185805109295257,-1.0796639221976567,0,0,0,1,-0.034238380815649,0.0820739697833133,0,0,1,0,0.6729106826995794,0,0,1,0,1
Cloudy,-0.3373137841688684,-0.23839694236822517,0.9026267445857666,-0.6283637414733502,0,0,0,1,-0.22005946741085722,-0.75374176952361,0,0,1,0,-0.3144011040357031,0,1,0,1,0
Cloudy,-0.11999546275481575,0.9466177508089096,1.095122673682461,-0.28120975630080663,0,0,0,1,0.05363484386943421,-0.47513652308796894,1,0,0,0,0.08052361065840993,0,0,1,1,0
Cloudy,0.31464118007328956,0.07073732541711435,-0.2523488299944005,-0.4895021474043328,0,0,0,1,0.09729160517794873,-0.75374176952361,0,0,0,1,-0.5118634613827596,1,0,0,1,0
Sunny,-1.0617081888823774,-0.9081878559031275,0.03639506365064129,1.9058603502862175,0,0,0,1,0.3572732157908224,-0.1965312766523278,1,0,0,0,-1.104250533423929,0,1,0,0,1
Sunny,0.09732285865923691,-0.6505759660820112,0.32513895729568304,-0.5242175459215871,1,0,0,0,0.34244111098728997,0.36067921621895443,0,1,0,0,-0.9067881760768726,1,0,0,0,1
Sunny,0.6043989419586931,0.4313939711666771,-0.5410927236394423,-0.8713715310941307,1,0,0,0,0.37574338403673396,0.6392844626545956,0,0,0,1,0.08052361065840993,0,1,0,0,1
Cloudy,-0.5546321055829211,0.27682683727400736,-0.3485967945427477,0.10065962738899123,0,0,1,0,0.17173198022964284,-1.0323470159592512,0,0,1,0,0.4754483253525229,1,0,0,1,0
Sunny,0.8941567038440967,-1.7840682812949227,-0.05985290089770597,-0.7325099370251132,1,0,0,0,0.08861622312305029,1.475100201961519,0,0,1,0,-0.9067881760768726,0,1,0,0,1
Sunny,1.1839144657295002,0.2253044593097841,0.2288909927473358,-0.6283637414733502,1,0,0,0,0.07994084106815502,0.36067921621895443,0,0,0,1,-0.709325818729816,1,0,0,0,1
Cloudy,-0.9168293079396755,0.8435729948804631,-0.829836617284484,0.23952122145800864,0,0,1,0,-0.24412665633734545,-0.47513652308796894,0,0,0,1,-0.709325818729816,1,0,0,1,0
Cloudy,-0.19243490322616663,0.5344387270951236,0.03639506365064129,-0.5589329444388415,0,0,0,1,-0.018007020841969996,-0.75374176952361,1,0,0,0,-0.3144011040357031,0,1,0,1,0
Cloudy,-0.26487434369751756,0.9466177508089096,1.2876186027791556,0.274236619975263,0,0,0,1,-0.2010295970968883,-1.0323470159592512,0,0,1,0,-0.11693874668864658,1,0,0,1,0
Cloudy,0.024883418187886024,0.2253044593097841,-0.9260845818328313,-0.10763276371453488,0,0,0,1,-0.2469251666776354,-0.47513652308796894,0,0,0,1,-0.9067881760768726,0,1,0,1,0
Sunny,0.1697622991305878,-0.032307430511332155,-1.0223325463811785,-0.4895021474043328,1,0,0,0,0.43339269704669175,-0.1965312766523278,0,1,0,0,0.870373040046636,1,0,0,0,1
Sunny,0.676838382430044,-1.629501147402253,-1.0223325463811785,-0.7672253355423676,1,0,0,0,0.08917592519111081,0.6392844626545956,0,0,1,0,0.27798596800546643,0,1,0,0,1
Cloudy,0.3870806205446405,0.4313939711666771,-1.214828475477873,0.3436674170097717,0,0,0,1,-0.2253766370574052,-0.47513652308796894,0,0,0,1,-0.709325818729816,0,0,1,1,0
Sunny,-0.5546321055829211,-0.7536207220104577,0.32513895729568304,-1.010233125163148,0,0,0,1,-0.09692501243812926,0.9178897090902367,1,0,0,0,-0.709325818729816,0,0,1,0,1
Sunny,1.0390355847867985,-1.9901577931518157,-0.15610086544605323,-0.5242175459215871,0,0,0,1,0.03740348389575838,0.9178897090902367,0,0,1,0,1.0678353973936925,1,0,0,0,1
Sunny,2.77758215609922,0.5859611050593468,-0.15610086544605323,2.044721944355235,0,0,0,1,-0.057186165606019364,1.1964949555258777,0,0,1,0,1.4627601120878055,0,0,1,0,1
Sunny,0.09732285865923691,-0.5475312101535647,0.03639506365064129,-0.8713715310941307,0,0,0,1,0.16081778990251502,0.0820739697833133,0,0,0,1,0.27798596800546643,1,0,0,0,1
Sunny,1.0390355847867985,-0.23839694236822517,-0.9260845818328313,-0.7325099370251132,1,0,0,0,0.4367509094550358,1.475100201961519,1,0,0,0,-0.3144011040357031,0,1,0,0,1
Sunny,-1.4963448317104826,0.37987159320245384,-1.3110764400262203,-0.2464943577835523,0,0,1,0,-0.1405817737466406,2.310915941268442,0,0,0,1,3.634846042905427,1,0,0,0,1
Cloudy,-0.11999546275481575,1.3587967745226956,2.250098248262628,1.8711449517689631,0,0,0,1,0.04384005767842425,-1.0323470159592512,0,0,1,0,-2.0915623201592117,0,1,0,1,0
Sunny,0.09732285865923691,-1.5264563914738065,-0.5410927236394423,-0.45478674888707843,1,0,0,0,0.23581786702226648,0.6392844626545956,1,0,0,0,-0.5118634613827596,0,0,1,0,1
Cloudy,-0.9168293079396755,-0.4444864542251182,0.4213869218440303,-0.35064055333531535,0,0,1,0,-0.06194363318451319,-0.47513652308796894,0,0,0,1,-0.3144011040357031,0,0,1,1,0
Cloudy,0.31464118007328956,0.6890058609877934,-0.2523488299944005,-0.17706356074904359,0,0,1,0,0.0832990534765023,-0.75374176952361,0,1,0,0,0.6729106826995794,1,0,0,1,0
Sunny,0.8217172633727458,-0.7536207220104577,-1.0223325463811785,-0.7672253355423676,1,0,0,0,-0.07369737661372705,0.36067921621895443,0,0,1,0,0.08052361065840993,1,0,0,0,1
Sunny,0.9665961443154476,2.3377219558429374,-0.3485967945427477,1.8364295532517088,0,0,0,1,0.28115373453495307,2.0323106948328014,0,0,1,0,-1.104250533423929,1,0,0,0,1
Cloudy,0.024883418187886024,-0.34144169829667165,-0.829836617284484,-0.3853559518525697,0,0,0,1,-0.12491011584102213,-0.75374176952361,0,0,0,1,-0.709325818729816,0,0,1,1,0
Sunny,-1.27902651029643,2.3892443338071607,2.442594177359323,1.454560169561911,1,0,0,0,-0.014648808433622724,-0.1965312766523278,0,0,0,1,-2.0915623201592117,0,0,1,0,1
Cloudy,0.09732285865923691,0.6374834830235702,1.4801145318758502,-0.6977945385078589,0,0,1,0,0.11156400791342383,-0.47513652308796894,0,0,0,1,0.08052361065840993,0,0,1,1,0
Cloudy,-0.5546321055829211,0.1222597033813376,-0.5410927236394423,0.23952122145800864,0,0,0,1,-0.14785790063139248,-0.75374176952361,0,1,0,0,0.08052361065840993,0,0,1,1,0
Sunny,0.6043989419586931,-0.5475312101535647,-1.0223325463811785,-0.6977945385078589,0,0,0,1,0.38329936195551456,1.1964949555258777,1,0,0,0,0.27798596800546643,0,1,0,0,1
Sunny,0.31464118007328956,-0.6505759660820112,-1.4073244045745676,-0.9755177266458938,1,0,0,0,0.4387098666932429,1.1964949555258777,0,0,0,1,0.27798596800546643,0,0,1,0,1
Sunny,-2.0758603554812898,0.1222597033813376,1.095122673682461,-0.315925154818061,0,0,0,1,0.8019565088627928,-0.47513652308796894,0,0,1,0,-2.683949392200381,0,1,0,0,1
Cloudy,0.31464118007328956,0.7920506169162399,0.03639506365064129,0.5866752066305522,0,0,1,0,-0.03311897667953112,-1.0323470159592512,0,0,1,0,-0.3144011040357031,0,0,1,1,0
Cloudy,-0.8443898674683247,0.8950953728446863,1.2876186027791556,-0.5242175459215871,0,0,0,1,-0.14310043305290185,-0.47513652308796894,1,0,0,0,-0.3144011040357031,1,0,0,1,0
Cloudy,0.09732285865923691,-0.4444864542251182,1.095122673682461,-0.10763276371453488,0,0,0,1,-0.16269000543492496,-1.3109522623948924,0,0,1,0,0.08052361065840993,0,0,1,1,0
Cloudy,-0.3373137841688684,0.7405282389520166,-0.7335886527361368,2.391875929527778,0,0,1,0,0.060351268686128744,-1.5895575088305334,0,1,0,0,-2.0915623201592117,1,0,0,1,0
Cloudy,0.45952006101599135,0.8950953728446863,0.13264302819898854,-0.4895021474043328,0,0,0,1,-0.2877834176458568,-1.3109522623948924,0,0,0,1,0.4754483253525229,0,0,1,1,0
Cloudy,-1.2065870698250791,0.07073732541711435,0.03639506365064129,0.30895201849251736,0,0,0,1,-0.06334288835465655,-1.3109522623948924,1,0,0,0,-0.11693874668864658,0,0,1,1,0
Cloudy,0.31464118007328956,0.6890058609877934,2.923834000101059,1.6281371621481828,0,0,0,1,-0.3023356714153606,0.9178897090902367,0,0,0,1,0.08052361065840993,1,0,0,1,0
Sunny,0.45952006101599135,-0.6505759660820112,0.13264302819898854,-0.5936483429560958,1,0,0,0,0.05923186455001405,1.1964949555258777,0,0,0,1,-0.709325818729816,1,0,0,0,1
Cloudy,-0.6995109865256228,0.019214947452891096,-0.829836617284484,0.5172444095960435,0,0,0,1,-0.3292013706821387,-0.75374176952361,0,0,1,0,-0.3144011040357031,1,0,0,1,0
Sunny,-0.3373137841688684,-0.7536207220104577,-1.214828475477873,-0.6283637414733502,1,0,0,0,0.07966099003412634,1.475100201961519,1,0,0,0,-0.11693874668864658,0,1,0,0,1
Sunny,0.9665961443154476,0.07073732541711435,-1.214828475477873,-0.5589329444388415,1,0,0,0,0.027048995636687893,0.0820739697833133,0,0,0,1,-0.9067881760768726,1,0,0,0,1
Sunny,-0.11999546275481575,-0.13535218643977867,0.4213869218440303,-0.8713715310941307,0,0,0,1,0.2915082227940267,1.1964949555258777,0,0,1,0,0.4754483253525229,1,0,0,0,1
Cloudy,-1.0617081888823774,-0.3929640762608949,-0.05985290089770597,0.5172444095960435,0,0,0,1,0.1546610671538778,-0.75374176952361,0,0,1,0,-0.5118634613827596,0,1,0,1,0
Cloudy,0.3870806205446405,-0.34144169829667165,0.4213869218440303,0.06594422887173687,0,0,1,0,-0.337037199634948,-0.47513652308796894,1,0,0,0,-0.11693874668864658,0,1,0,1,0
Cloudy,-0.4821926651115702,0.8435729948804631,1.095122673682461,-0.6977945385078589,0,0,0,1,0.1504633016434445,-0.75374176952361,1,0,0,0,-0.3144011040357031,0,1,0,1,0
Sunny,0.7492778229013949,1.3587967745226956,0.4213869218440303,1.8711449517689631,1,0,0,0,0.1261162616829276,-1.5895575088305334,0,1,0,0,-0.5118634613827596,0,0,1,0,1
Cloudy,-1.27902651029643,2.4922890897356074,2.8275860355527116,2.148868139906998,0,0,0,1,-0.27602967421664293,2.310915941268442,1,0,0,0,-1.6966376054650987,1,0,0,1,0
Cloudy,-0.11999546275481575,-0.23839694236822517,0.5176348863923775,-0.17706356074904359,0,0,1,0,-0.3040147776195358,-1.3109522623948924,1,0,0,0,-0.9067881760768726,1,0,0,1,0
Cloudy,-0.9892687484110264,0.4313939711666771,-0.05985290089770597,0.274236619975263,0,0,0,1,0.01753406047970343,-1.0323470159592512,0,0,1,0,-0.709325818729816,0,1,0,1,0
Sunny,0.2422017396019387,-1.1657997457242437,-0.7335886527361368,-0.6283637414733502,1,0,0,0,0.312776901380225,0.0820739697833133,1,0,0,0,-0.3144011040357031,0,0,1,0,1
Cloudy,-0.9892687484110264,0.6374834830235702,0.6138828509407248,-0.5242175459215871,0,0,0,1,-0.23908933772482296,-0.47513652308796894,0,0,1,0,-0.3144011040357031,0,0,1,1,0
Cloudy,-0.19243490322616663,-0.032307430511332155,-0.829836617284484,0.06594422887173687,0,0,1,0,-0.20019004399480228,-0.75374176952361,1,0,0,0,0.08052361065840993,0,0,1,1,0
Sunny,0.1697622991305878,-0.599053588117788,0.2288909927473358,-0.6630791399906045,0,0,0,1,0.1966387222582171,-0.1965312766523278,0,1,0,0,-0.5118634613827596,0,1,0,0,1
Cloudy,0.31464118007328956,-1.7325459033306994,0.2288909927473358,0.1353750259062456,0,0,0,1,1.0823672449597788,-0.1965312766523278,1,0,0,0,3.0424589708642573,0,1,0,1,0
Cloudy,-1.27902651029643,0.9981401287731329,1.1913706382308085,0.10065962738899123,0,0,0,1,-0.3294812217161674,-1.0323470159592512,1,0,0,0,-0.709325818729816,0,1,0,1,0
Sunny,0.9665961443154476,-1.9901577931518157,0.5176348863923775,-0.801940734059622,1,0,0,0,0.3942135522826392,-0.1965312766523278,1,0,0,0,-0.5118634613827596,1,0,0,0,1
Cloudy,-0.4097532246402193,0.6890058609877934,0.7101308154890721,-0.4895021474043328,0,0,1,0,0.04971692939302959,-0.75374176952361,0,0,0,1,0.4754483253525229,1,0,0,1,0
Sunny,0.2422017396019387,0.48291634913090037,-0.9260845818328313,-0.5242175459215871,0,0,0,1,0.05111618456317614,-0.1965312766523278,0,1,0,0,0.27798596800546643,0,0,1,0,1
Sunny,1.7634299895003074,1.7194534202722584,2.250098248262628,2.0100065458379808,0,0,0,1,0.4233180598216531,2.0323106948328014,1,0,0,0,1.0678353973936925,0,0,1,0,1
Cloudy,-0.7719504269969738,0.5859611050593468,0.9026267445857666,-0.038201966680026185,0,0,1,0,-0.20550721364135344,-0.47513652308796894,0,1,0,0,-0.709325818729816,1,0,0,1,0
Sunny,-0.4097532246402193,-1.887113037223369,-0.444844759091095,-0.801940734059622,1,0,0,0,-0.0020555119023228457,-0.1965312766523278,0,1,0,0,0.27798596800546643,0,0,1,0,1
Sunny,0.8217172633727458,-0.032307430511332155,-1.1185805109295257,-0.7672253355423676,0,0,0,1,0.17872825608036605,-0.1965312766523278,0,0,0,1,0.6729106826995794,0,0,1,0,1
Cloudy,0.1697622991305878,0.6374834830235702,0.13264302819898854,0.274236619975263,0,0,1,0,0.12751551685307097,-0.75374176952361,1,0,0,0,-0.5118634613827596,0,0,1,1,0
Sunny,0.7492778229013949,-0.7536207220104577,-0.2523488299944005,-1.0449485236804024,1,0,0,0,-0.09216754485963544,0.6392844626545956,0,1,0,0,-0.709325818729816,0,1,0,0,1
Sunny,-0.19243490322616663,2.286199577878714,1.9613543546175864,1.8364295532517088,1,0,0,0,0.1650155554129483,0.36067921621895443,1,0,0,0,-0.5118634613827596,0,1,0,0,1
Cloudy,0.09732285865923691,0.9466177508089096,-0.6373406881877896,0.23952122145800864,0,0,1,0,-0.17276464265996677,-1.0323470159592512,0,1,0,0,0.08052361065840993,0,0,1,1,0
Sunny,0.1697622991305878,0.1222597033813376,-0.6373406881877896,-0.801940734059622,1,0,0,0,-9.655466411894537e-05,1.1964949555258777,0,0,1,0,-0.709325818729816,1,0,0,0,1
Cloudy,-0.19243490322616663,1.9770653100933746,-0.7335886527361368,2.148868139906998,0,0,1,0,-0.25280203839224075,2.310915941268442,1,0,0,0,-1.6966376054650987,0,0,1,1,0
Cloudy,0.31464118007328956,0.1222597033813376,-1.3110764400262203,-0.038201966680026185,0,0,0,1,0.1129632630835672,-1.3109522623948924,0,0,1,0,-0.709325818729816,0,0,1,1,0
Cloudy,-1.0617081888823774,0.27682683727400736,-1.0223325463811785,-0.21177895926629794,0,0,1,0,-0.025842849794779233,-0.75374176952361,0,0,0,1,-0.11693874668864658,0,0,1,1,0
Sunny,0.45952006101599135,-1.5264563914738065,0.32513895729568304,-0.9408023281286394,1,0,0,0,0.4507434611564823,1.475100201961519,0,0,1,0,0.4754483253525229,1,0,0,0,1
Sunny,-0.9168293079396755,0.37987159320245384,-0.05985290089770597,2.148868139906998,0,1,0,0,-3.9748207909769913,-0.1965312766523278,0,0,0,1,4.819620186987765,0,0,1,0,1
Sunny,-0.26487434369751756,-0.032307430511332155,0.32513895729568304,-1.010233125163148,1,0,0,0,0.06902665074102719,0.0820739697833133,0,0,1,0,0.27798596800546643,0,1,0,0,1
Cloudy,-1.0617081888823774,0.32834921523823063,1.095122673682461,0.1353750259062456,0,0,1,0,0.159978236800429,-1.3109522623948924,0,0,0,1,0.4754483253525229,1,0,0,1,0
Sunny,0.1697622991305878,-1.2688445016526901,0.2288909927473358,-1.0449485236804024,1,0,0,0,-0.06921976006926507,0.6392844626545956,0,0,0,1,1.0678353973936925,0,0,1,0,1
Cloudy,-1.2065870698250791,0.48291634913090037,0.03639506365064129,-0.42007135036982407,0,0,0,1,-0.26567518595757245,-0.75374176952361,0,0,0,1,-0.709325818729816,0,1,0,1,0
Sunny,-0.047556022283464866,-0.5475312101535647,0.2288909927473358,-0.5936483429560958,1,0,0,0,-0.07761529109013167,1.1964949555258777,0,0,1,0,0.27798596800546643,0,0,1,0,1
Sunny,0.2422017396019387,0.019214947452891096,0.2288909927473358,-0.9408023281286394,1,0,0,0,0.01417584807135616,0.6392844626545956,1,0,0,0,0.870373040046636,1,0,0,0,1
Sunny,0.2422017396019387,0.17378208134556086,0.13264302819898854,-0.8366561325768763,1,0,0,0,0.4479449508161955,0.9178897090902367,0,0,1,0,0.08052361065840993,1,0,0,0,1
Cloudy,-0.11999546275481575,-0.28991932033244844,-0.444844759091095,-0.42007135036982407,0,0,0,1,-0.293940140394494,-0.75374176952361,0,0,0,1,-0.11693874668864658,1,0,0,1,0
